train/ent_coef,train/critic_loss,time/fps,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean
0.014556242153048515,1.0702519416809082,23,0.0003,156944,-0.12177088111639023,-11.644011497497559,6672,157045,516,73.17442768,309.67
0.014049149118363857,0.47642895579338074,23,0.0003,158083,-0.28809934854507446,-11.961700439453125,6725,158184,520,72.99032177,307.13
0.014511230401694775,0.6087779402732849,23,0.0003,159179,-0.6809283494949341,-11.921954154968262,6775,159280,524,73.10064809,308.17
0.014354847371578217,0.8257789611816406,23,0.0003,160382,0.544624388217926,-12.181560516357422,6830,160483,528,72.77400993,307.49
0.01481667160987854,0.9178202152252197,23,0.0003,161616,-0.37634214758872986,-11.575525283813477,6886,161717,532,71.95501754000001,302.27
0.014842262491583824,0.5283830165863037,23,0.0003,162892,0.14765754342079163,-12.423513412475586,6944,162993,536,73.0051614,303.3
0.015366379171609879,0.7190454006195068,23,0.0003,163917,0.979142427444458,-11.189131736755371,6991,164018,540,73.17287613,304.23
0.015316043049097061,1.5308287143707275,23,0.0003,165167,-0.3656146824359894,-10.784889221191406,7047,165268,544,73.61084073,304.63
0.015318525955080986,0.2965985834598541,23,0.0003,166194,-0.354841947555542,-11.719758033752441,7093,166295,548,73.21827866000001,303.45
0.014505183324217796,0.15986156463623047,23,0.0003,167178,0.872788667678833,-11.55234146118164,7138,167279,552,73.48615616000001,302.76
0.014909983612596989,0.5602121353149414,23,0.0003,168179,1.8181356191635132,-10.686591148376465,7183,168280,556,73.15686531000001,301.04
0.014634781517088413,0.1774595081806183,23,0.0003,169433,-0.34310269355773926,-10.688461303710938,7241,169534,560,72.75011957999999,298.38
0.014346936717629433,1.1181496381759644,23,0.0003,170762,0.1625419557094574,-11.56932258605957,7301,170863,564,73.03677006,299.94
0.015154266729950905,0.8586333990097046,23,0.0003,171984,0.1284203678369522,-11.480291366577148,7356,172085,568,73.28234570000001,300.33
0.01482799369841814,0.49983882904052734,23,0.0003,173368,-0.38420307636260986,-11.516695976257324,7418,173469,572,73.61110782,301.38
0.01510874554514885,0.5503384470939636,23,0.0003,174252,0.23047101497650146,-12.112985610961914,7458,174353,576,72.80193591,298.5
0.01400762889534235,0.908055305480957,23,0.0003,175479,0.3263832926750183,-11.702285766601562,7514,175580,580,72.83673248000001,299.59
0.015021873638033867,0.4201672077178955,23,0.0003,176693,1.4774268865585327,-11.673686981201172,7568,176794,584,73.14839483,299.83
0.014372702687978745,0.5511853694915771,23,0.0003,177846,0.6688188314437866,-12.052068710327148,7620,177947,588,72.24269232,296.71
0.01406000554561615,0.7219147682189941,23,0.0003,178811,-0.6393383145332336,-11.491724014282227,7664,178912,592,71.74714153,293.21
0.014139407314360142,0.7369522452354431,23,0.0003,180133,0.2652422785758972,-11.795194625854492,7724,180234,596,71.18893614000001,292.29
0.014298971742391586,0.5368443727493286,23,0.0003,181394,-0.9366949200630188,-11.35105037689209,7781,181495,600,71.27884929,293.05
0.014607730321586132,0.7206189632415771,23,0.0003,182285,-0.6777583360671997,-12.71707820892334,7822,182386,604,69.98356460999999,287.09
0.015361441299319267,0.43488311767578125,23,0.0003,183421,-1.335139274597168,-11.980164527893066,7873,183522,608,69.88911858,287.45
0.013977504335343838,0.48793959617614746,23,0.0003,184721,-1.2925238609313965,-12.479264259338379,7932,184822,612,70.71839700000001,291.12
0.013802999630570412,0.2347368448972702,23,0.0003,185910,-0.521038293838501,-11.605131149291992,7985,186011,616,70.64251369000003,289.66
0.01409025490283966,0.6852456331253052,23,0.0003,187069,-0.8177639842033386,-12.8352689743042,8037,187170,620,70.64855657000003,289.86
0.014478910714387894,2.4265525341033936,23,0.0003,188512,-0.7671957612037659,-12.867107391357422,8103,188613,624,71.78950907000001,293.33
0.013806620612740517,0.25104019045829773,23,0.0003,189803,0.14832183718681335,-12.497730255126953,8162,189904,628,72.31320224000001,294.21
0.013595621101558208,0.6652644872665405,23,0.0003,191153,1.3571501970291138,-11.286322593688965,8222,191254,632,72.50052599,295.37
0.015023893676698208,0.21758776903152466,23,0.0003,192211,0.1963958442211151,-11.917960166931152,8271,192312,636,71.57122873,293.19
0.013803250156342983,0.9907031059265137,23,0.0003,193501,-0.33772534132003784,-11.522406578063965,8329,193602,640,71.99149444,295.84
0.014157231897115707,0.33214595913887024,23,0.0003,195066,-0.532051682472229,-12.505870819091797,8399,195167,644,72.21434346,298.99
0.013840435072779655,0.1313735693693161,23,0.0003,196114,0.26802417635917664,-11.544900894165039,8447,196215,648,72.52077381000001,299.2
0.014449501410126686,0.46715182065963745,23,0.0003,197175,-1.8645941019058228,-12.609681129455566,8495,197276,652,72.38073784,299.97
0.01356874406337738,0.8408766984939575,23,0.0003,198362,-0.25886785984039307,-11.645251274108887,8549,198463,656,73.00826329,301.83
0.014920865185558796,0.747909426689148,23,0.0003,199620,-0.698483943939209,-12.495221138000488,8605,199721,660,72.97121164,301.87
0.014474437572062016,0.8048912882804871,23,0.0003,200958,0.2359485924243927,-12.1494722366333,8666,201059,664,72.82366549,301.96
0.014912194572389126,0.24140165746212006,23,0.0003,202039,0.492359459400177,-11.765005111694336,8715,202140,668,72.28362752,300.55
0.01474236324429512,0.613343358039856,23,0.0003,203076,0.5848243236541748,-12.059737205505371,8762,203177,672,71.37412769,297.08
0.014153127558529377,0.30282121896743774,23,0.0003,204189,0.9036357402801514,-11.809873580932617,8812,204290,676,72.20856927999999,299.37
0.014193015173077583,0.4779277443885803,23,0.0003,205162,0.024106040596961975,-11.781091690063477,8856,205263,680,71.77822455999998,296.83
0.013749062083661556,0.8595137596130371,23,0.0003,206254,0.8725592494010925,-11.641144752502441,8905,206355,684,71.53799404,295.61
0.014794694259762764,0.48017895221710205,23,0.0003,207310,-0.006602823734283447,-11.450424194335938,8953,207411,688,71.39540487999999,294.64
0.014381567016243935,0.2651558518409729,23,0.0003,208526,-1.007562279701233,-12.541091918945312,9008,208627,692,71.86873528999999,297.15
0.013813119381666183,0.2528844177722931,23,0.0003,209829,-1.1873350143432617,-13.000645637512207,9067,209930,696,72.01314509000001,296.96
0.012922227382659912,0.23598995804786682,23,0.0003,211203,-0.017412357032299042,-12.423913955688477,9129,211304,700,72.60119800999999,298.09
0.01375455129891634,1.0784039497375488,23,0.0003,212254,-0.049527525901794434,-11.795952796936035,9177,212355,704,73.15722036999999,299.69
0.013590734452009201,0.5726763010025024,23,0.0003,213330,0.2725968360900879,-11.348443984985352,9226,213431,708,73.06411202,299.09
0.014054328203201294,0.27419963479042053,23,0.0003,214646,-0.1680261790752411,-12.59722900390625,9286,214747,712,73.17615364,299.25
0.012666169553995132,0.3717658221721649,23,0.0003,215912,0.450522780418396,-11.089670181274414,9343,216013,716,73.08805767999999,300.02
0.013204216957092285,0.49419963359832764,23,0.0003,217142,-1.5088375806808472,-11.385648727416992,9398,217243,720,73.35261777999999,300.73
0.01291694212704897,0.17881160974502563,23,0.0003,218255,0.09497751295566559,-11.046936988830566,9448,218356,724,72.2328456,297.43
0.013894227333366871,0.8369908928871155,23,0.0003,219683,-0.7135065197944641,-11.918288230895996,9513,219784,728,72.09007217999999,298.8
0.013262782245874405,0.49543145298957825,23,0.0003,221065,-1.1549851894378662,-12.705506324768066,9575,221166,732,71.752988,299.12
0.013013415969908237,0.4153240919113159,23,0.0003,222364,0.10998400300741196,-11.409398078918457,9632,222465,736,72.31580491000001,301.53
0.013445373624563217,0.48946309089660645,23,0.0003,223735,-0.5485228300094604,-11.164676666259766,9686,223836,740,72.62363212,302.34
0.013551512733101845,0.13954101502895355,23,0.0003,224886,-0.7230478525161743,-12.367829322814941,9729,224987,744,71.8561011,298.2
0.013791854493319988,3.430635929107666,23,0.0003,225756,-0.020118825137615204,-12.38967514038086,9762,225857,748,71.59222618000001,296.42
