train/learning_rate,train/actor_loss,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,time/time_elapsed,time/episodes
0.0003,-1.3629963397979736,9,256.96,139977,0.0015633383300155401,139876,7.73226798,0.006930421106517315,0.27965056896209717,14946,480
0.0003,-1.5126317739486694,9,256.32,140851,0.0015536817954853177,140750,7.699433189999999,0.00245364336296916,-1.5920536518096924,15028,484
0.0003,-1.4611411094665527,9,256.04,141886,0.0015848014736548066,141785,7.688777089999999,0.004727399908006191,-2.209953546524048,15124,488
0.0003,-1.446226716041565,9,257.64,142822,0.0015994894783943892,142721,7.7344491799999995,0.0036963694728910923,-1.6277668476104736,15211,492
0.0003,-1.4920799732208252,9,258.69,143897,0.0016485906671732664,143796,7.76643113,0.0034583457745611668,0.09967562556266785,15311,496
0.0003,-1.5073764324188232,9,256.05,144846,0.0015780215617269278,144745,7.64535111,0.013797863386571407,3.8297903537750244,15399,500
0.0003,-1.4734127521514893,9,253.8,145488,0.0015953565016388893,145387,7.568245230000001,0.0049139647744596004,0.2735607922077179,15459,504
0.0003,-1.4100589752197266,9,251.01,146699,0.0016383606707677245,146598,7.49350995,0.004027511924505234,-0.7674283385276794,15572,508
0.0003,-1.5685503482818604,9,252.78,147824,0.0015807772288098931,147723,7.5336356,0.013111744076013565,-1.6801159381866455,15676,512
0.0003,-1.437856674194336,9,253.6,148909,0.0015887828776612878,148808,7.57671642,0.008895821869373322,0.3917769193649292,15777,516
0.0003,-1.5282714366912842,9,255.05,150120,0.0016012187115848064,150019,7.666319030000002,0.006359732709825039,-0.4676944315433502,15889,520
0.0003,-1.5554255247116089,9,257.14,151323,0.0015418946277350187,151222,7.696735580000002,0.01309266034513712,-1.455579161643982,16001,524
0.0003,-1.366227388381958,9,258.71,152363,0.0016158384969457984,152262,7.71220098,0.003862371202558279,0.23496335744857788,16098,528
0.0003,-1.3577637672424316,9,258.22,153399,0.001642470364458859,153298,7.7188259100000005,0.010434168390929699,3.335582971572876,16194,532
0.0003,-1.469604730606079,9,260.79,154453,0.0015510969096794724,154352,7.828704179999999,0.012418610975146294,-2.3083441257476807,16292,536
0.0003,-1.4263386726379395,9,258.0,155550,0.0015673869056627154,155449,7.72092633,0.007473827805370092,-1.306828498840332,16394,540
0.0003,-1.5260814428329468,9,260.57,156778,0.0015828529139980674,156677,7.82775087,0.007005828898400068,-3.200936794281006,16509,544
0.0003,-1.4461400508880615,9,260.22,157784,0.0017299974570050836,157683,7.83217557,0.0058807674795389175,3.6877613067626953,16602,548
0.0003,-1.4703047275543213,9,259.56,158694,0.0016935102175921202,158593,7.8350903999999995,0.011218356899917126,1.2845758199691772,16686,552
0.0003,-1.492356777191162,9,261.36,159837,0.0016284596640616655,159736,7.88866935,0.01282145082950592,1.0215270519256592,16792,556
0.0003,-1.4257051944732666,9,263.73,161067,0.0016124495305120945,160966,7.91861848,0.006006796844303608,1.360188364982605,16906,560
0.0003,-1.4763685464859009,9,262.89,162078,0.0017383177764713764,161977,7.903441119999999,0.005467691458761692,-2.422605037689209,17001,564
0.0003,-1.3713511228561401,9,263.68,163227,0.0015978863229975104,163126,7.88015561,0.012110867537558079,4.468677520751953,17108,568
0.0003,-1.3908907175064087,9,263.27,164232,0.0016478156903758645,164131,7.84648305,0.004290089942514896,1.7250993251800537,17201,572
0.0003,-1.5134660005569458,9,262.27,165084,0.0015392462955787778,164983,7.832106249999999,0.012066680006682873,-3.308549165725708,17281,576
0.0003,-1.4843273162841797,9,262.03,166180,0.001477599609643221,166079,7.798149469999999,0.00657806359231472,-0.6086288690567017,17383,580
0.0003,-1.4500131607055664,9,261.85,167036,0.001532857189886272,166935,7.801349350000001,0.0032244857866317034,-0.6454485654830933,17461,584
0.0003,-1.525992751121521,9,264.8,168366,0.0014359152410179377,168265,7.85912329,0.00245876656845212,0.8994491696357727,17586,588
0.0003,-1.4140492677688599,9,266.42,169464,0.0014238193398341537,169363,7.856204589999999,0.0028092218562960625,0.22857052087783813,17689,592
0.0003,-1.3812109231948853,9,267.15,170612,0.0014246900100260973,170511,7.8225127500000005,0.002382721286267042,-2.078362226486206,17797,596
0.0003,-1.442289113998413,9,266.46,171492,0.001334714819677174,171391,7.792319040000001,0.012186460196971893,0.1250573694705963,17881,600
0.0003,-1.5303857326507568,9,270.64,172552,0.0013993254397064447,172451,7.894447910000002,0.004690665751695633,-0.9317599534988403,17981,604
0.0003,-1.4294008016586304,9,270.09,173708,0.0014649652875959873,173607,7.868566070000001,0.005163393449038267,1.329123854637146,18091,608
0.0003,-1.460886836051941,9,273.76,175200,0.0014198172139003873,175099,7.886760880000001,0.0044860802590847015,-2.9770851135253906,18230,612
0.0003,-1.5037496089935303,9,272.69,176178,0.0014138807309791446,176077,7.83606819,0.004839401692152023,-2.3375654220581055,18322,616
0.0003,-1.4751002788543701,9,273.88,177508,0.0014190516667440534,177407,7.792534249999999,0.005527697503566742,0.3548089265823364,18447,620
0.0003,-1.332466959953308,9,273.32,178655,0.0013368161162361503,178554,7.75601327,0.005545254796743393,0.38823339343070984,18556,624
0.0003,-1.4307886362075806,9,275.85,179948,0.0013763026800006628,179847,7.852649790000002,0.005289300344884396,2.5530810356140137,18679,628
0.0003,-1.4550479650497437,9,277.22,181121,0.0013826667563989758,181020,7.880716130000001,0.010394020937383175,1.6322799921035767,18790,632
0.0003,-1.497812271118164,9,276.25,182078,0.0014632262755185366,181977,7.78510263,0.0016331109218299389,1.1651091575622559,18880,636
0.0003,-1.5308287143707275,9,276.5,183200,0.0014998590340837836,183099,7.792521250000001,0.00913834199309349,2.4805099964141846,18986,640
0.0003,-1.514923334121704,9,273.75,184153,0.0014217988355085254,184052,7.70128744,0.01287185400724411,-0.5250135660171509,19076,644
0.0003,-1.4683716297149658,9,273.98,185182,0.001413124380633235,185081,7.671948019999999,0.008483964018523693,-0.7288938760757446,19173,648
0.0003,-1.4628244638442993,9,277.17,186411,0.0014180884463712573,186310,7.73453213,0.00504525750875473,-3.948935031890869,19288,652
0.0003,-1.4841625690460205,9,274.7,187307,0.0013663856079801917,187206,7.65925441,0.002408726140856743,-0.2597765326499939,19372,656
0.0003,-1.406618356704712,9,274.74,188541,0.0014238404110074043,188440,7.644644899999999,0.0057729873806238174,-0.687735378742218,19488,660
0.0003,-1.4788930416107178,9,279.96,190074,0.0014552376233041286,189973,7.702663670000001,0.014216940850019455,1.445500373840332,19630,664
0.0003,-1.4996318817138672,9,285.18,191745,0.0014070830075070262,191644,7.870382009999999,0.005138888489454985,2.7426791191101074,19785,668
0.0003,-1.3453065156936646,9,287.93,193025,0.0014128927141427994,192924,7.983609449999999,0.0018349692691117525,0.7313976287841797,19904,672
0.0003,-1.4806605577468872,9,291.46,194230,0.0014931811019778252,194129,8.08166825,0.005295746494084597,-1.6459615230560303,20017,676
0.0003,-1.3920949697494507,9,293.44,195524,0.001425377675332129,195423,8.11265587,0.006730746477842331,1.1039549112319946,20137,680
0.0003,-1.4611984491348267,9,294.57,196493,0.0014288652455434203,196392,8.14677126,0.007305138744413853,-1.1281256675720215,20227,684
0.0003,-1.4004498720169067,9,289.09,197275,0.001412077690474689,197174,7.997694770000001,0.004618851002305746,3.0458712577819824,20300,688
0.0003,-1.5346273183822632,9,289.19,198383,0.0014058329397812486,198282,8.05281222,0.010580407455563545,0.42969846725463867,20403,692
0.0003,-1.4790071249008179,9,288.51,199463,0.0015228900592774153,199362,8.10190151,0.00411907909438014,-1.9147260189056396,20504,696
0.0003,-1.4579887390136719,9,289.65,200457,0.0013807534705847502,200356,8.16447612,0.024579638615250587,-0.798903226852417,20597,700
0.0003,-1.491358757019043,9,292.88,201840,0.0013918854529038072,201739,8.22291022,0.005209332797676325,1.0123519897460938,20725,704
