train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,time/fps,train/ent_coef,train/actor_loss,train/ent_coef_loss,train/critic_loss,time/time_elapsed
0.0003,131768,408,315.03,41.66757514,131667,18,0.008683324791491032,-6.9124860763549805,0.025976598262786865,0.454683780670166,6981
0.0003,132806,412,310.22,40.68781548,132705,18,0.008744534105062485,-6.739406108856201,0.7818783521652222,0.38914236426353455,7038
0.0003,134019,416,308.09,40.2517435,133918,18,0.008866972289979458,-7.005284786224365,0.4860662519931793,0.40841802954673767,7105
0.0003,135676,420,312.66,40.92580909000001,135575,18,0.008888853713870049,-7.085945129394531,0.32549357414245605,0.09190082550048828,7196
0.0003,136910,424,311.15,40.77188735,136809,18,0.008501628413796425,-6.743134021759033,-0.6124546527862549,0.31426310539245605,7265
0.0003,137960,428,311.93,41.11865926,137859,18,0.008522889576852322,-6.92819356918335,-0.9733572006225586,0.28449124097824097,7323
0.0003,139303,432,312.74,41.60377595999999,139202,18,0.008457600139081478,-7.039612770080566,-0.5140393972396851,0.08539854735136032,7397
0.0003,140205,436,307.87,41.241042789999995,140104,18,0.008825961500406265,-7.181604385375977,0.42454129457473755,0.2544407248497009,7447
0.0003,141156,440,305.17,40.93010682,141055,18,0.008592676371335983,-6.940608024597168,-1.3537018299102783,0.39838850498199463,7499
0.0003,142262,444,302.3,40.5400762,142161,18,0.008492982015013695,-6.689404487609863,0.21621671319007874,0.21354341506958008,7560
0.0003,144041,448,308.54,41.625094329999996,143940,18,0.008691812865436077,-6.820831775665283,-0.8929414749145508,0.4025954604148865,7658
0.0003,145401,452,310.12,41.90416537,145300,18,0.008636423386633396,-6.319157600402832,0.37674155831336975,0.05267198383808136,7733
0.0003,146411,456,309.6,41.83111470000001,146310,18,0.008892945013940334,-6.706536769866943,2.1355772018432617,0.24731385707855225,7789
0.0003,147711,460,307.35,41.49189341,147610,18,0.008948068134486675,-7.156439304351807,0.05791367590427399,0.30985552072525024,7861
0.0003,148770,464,307.66,41.24965896,148669,18,0.00902924221009016,-6.789874076843262,-0.7127262949943542,0.11526847630739212,7918
0.0003,150151,468,309.73,41.548715969999996,150050,18,0.008583040907979012,-7.403995513916016,-1.605135440826416,0.15176525712013245,7995
0.0003,151163,472,307.23,41.01324087999999,151062,18,0.008288559503853321,-7.213881969451904,-0.9813938736915588,0.1558937132358551,8050
0.0003,152625,476,309.42,41.494223590000004,152524,18,0.008352380245923996,-7.147313117980957,-0.162823885679245,0.11460703611373901,8131
0.0003,153621,480,306.28,41.22128938,153520,18,0.008586672134697437,-7.0558013916015625,-0.028926432132720947,0.07560441642999649,8186
0.0003,154482,484,303.27,40.76573816,154381,18,0.008459548465907574,-7.164853096008301,1.2862685918807983,0.038642942905426025,8234
0.0003,155642,488,301.57,40.48487077,155541,18,0.008711152710020542,-6.677825927734375,-1.2258532047271729,0.888330340385437,8298
0.0003,156954,492,302.44,40.63358514,156853,18,0.008509716019034386,-6.760480880737305,-0.036762386560440063,0.1246895045042038,8370
0.0003,158032,496,300.46,40.64922764,157931,18,0.008799336850643158,-7.079526901245117,-0.21841490268707275,0.2204418182373047,8431
0.0003,159339,500,299.98,40.80429582,159238,18,0.00878261961042881,-6.862318515777588,0.6705463528633118,0.12387072294950485,8503
0.0003,160545,504,300.46,40.718560749999995,160444,18,0.009110835380852222,-6.361982822418213,1.2669137716293335,0.2673136293888092,8569
0.0003,162071,508,303.03,41.22112617,161970,18,0.008713250048458576,-7.2794623374938965,0.0361359678208828,0.21081644296646118,8652
0.0003,163414,512,306.08,41.83799733,163313,18,0.008935374207794666,-6.982815265655518,0.25653618574142456,0.24041713774204254,8727
0.0003,164668,516,306.49,41.80468572000001,164567,18,0.008878407999873161,-6.526066780090332,2.6641616821289062,0.2861051857471466,8792
0.0003,165705,520,300.29,40.7427477,165604,18,0.00862094946205616,-6.821727275848389,0.2140592634677887,0.5403048396110535,8851
0.0003,166637,524,297.27,40.36936670000001,166536,18,0.008973452262580395,-7.118936061859131,0.772258460521698,0.31703993678092957,8900
0.0003,167520,528,295.6,40.08715591,167419,18,0.008791305124759674,-6.808461666107178,2.451720714569092,0.3379310369491577,8948
0.0003,168503,532,292.0,39.464049089999996,168402,18,0.0088321128860116,-7.355705261230469,-0.05527666211128235,0.18906763195991516,9002
0.0003,170046,536,298.41,39.972635620000005,169945,18,0.008940702304244041,-7.288393497467041,-1.434207797050476,0.044688887894153595,9087
0.0003,171120,540,299.64,40.05666226,171019,18,0.008729423396289349,-7.06105375289917,0.07040061801671982,0.08768784999847412,9146
0.0003,172440,544,301.78,40.184110409999995,172339,18,0.008318861946463585,-7.075152397155762,0.5681354999542236,0.15343162417411804,9207
