time/episodes,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,time/fps,time/total_timesteps,train/critic_loss,time/time_elapsed,train/actor_loss,train/ent_coef
840,0.0003,44.295371760000016,333.78,1.3577746152877808,262481,21,262582,0.03278946131467819,12224,-8.06277847290039,0.007274217903614044
844,0.0003,43.776855749999996,328.72,-0.21450236439704895,263649,21,263750,0.1400277316570282,12263,-7.795694351196289,0.00744344387203455
848,0.0003,44.14437873999999,331.73,-2.5685009956359863,265174,21,265275,0.13376379013061523,12315,-7.9681854248046875,0.00774473836645484
852,0.0003,44.74531954,332.71,0.9891428351402283,266446,21,266547,0.2891741096973419,12358,-8.116113662719727,0.007891515269875526
856,0.0003,44.46935345000001,330.62,-0.4924463629722595,267685,21,267786,0.49228304624557495,12399,-7.63352108001709,0.007656608242541552
860,0.0003,43.863433210000004,326.78,0.17631062865257263,268823,21,268924,0.10745345056056976,12437,-7.874444961547852,0.008261912502348423
864,0.0003,43.50658076,324.38,0.018785059452056885,270058,21,270159,0.10757777839899063,12478,-7.796459197998047,0.007793326862156391
868,0.0003,44.07056068,328.89,0.5469820499420166,271537,21,271638,0.26830634474754333,12527,-7.83795166015625,0.007465767208486795
872,0.0003,44.368516369999995,328.07,-0.5131340026855469,272827,21,272928,0.13034620881080627,12569,-8.180724143981934,0.00791342742741108
876,0.0003,43.72547321,324.76,-1.3700835704803467,274283,21,274384,0.04375305399298668,12618,-8.183918952941895,0.007758710067719221
880,0.0003,43.03614848,319.72,2.354271173477173,275508,21,275609,0.27654320001602173,12658,-7.474807262420654,0.007617773488163948
884,0.0003,42.67097507999999,320.03,0.9335861206054688,276784,21,276885,0.08875924348831177,12701,-7.966587066650391,0.008106019347906113
888,0.0003,43.02211477,323.72,0.506660521030426,278386,21,278487,0.06479763984680176,12757,-8.205398559570312,0.007508344016969204
892,0.0003,42.09272474999999,319.66,-1.0054320096969604,279530,21,279631,0.09326988458633423,12796,-8.02004337310791,0.007570798508822918
896,0.0003,42.173614500000006,320.84,1.4760152101516724,280711,21,280812,0.5966103076934814,12835,-7.6238908767700195,0.008309513330459595
900,0.0003,41.720636569999996,319.42,1.0580408573150635,281792,21,281893,0.09583552181720734,12871,-7.348702430725098,0.008048842661082745
904,0.0003,41.05654016,313.32,1.1469674110412598,282774,21,282875,0.24581527709960938,12904,-7.2854743003845215,0.007938897237181664
908,0.0003,40.92095102,312.25,0.7580351233482361,283862,21,283963,0.35076770186424255,12940,-7.778888702392578,0.007764865178614855
912,0.0003,41.09614831,312.67,1.2357428073883057,285121,21,285222,0.26312530040740967,12982,-8.100556373596191,0.007877488620579243
916,0.0003,41.68764083,317.55,0.2098117172718048,286622,22,286723,0.08688496798276901,13031,-7.6762542724609375,0.00788811407983303
920,0.0003,41.73340313,318.06,0.037400320172309875,287959,22,288060,0.05190199241042137,13076,-8.008305549621582,0.007644937839359045
924,0.0003,41.45735688,316.46,-1.0636887550354004,289046,22,289147,0.45778512954711914,13112,-7.716953277587891,0.007737462874501944
928,0.0003,41.84784371000001,317.86,-0.4356953799724579,290449,22,290550,0.14883965253829956,13158,-7.657364368438721,0.0076957144774496555
932,0.0003,41.61988791999999,317.51,0.7146537899971008,291515,22,291616,0.5354044437408447,13194,-7.817623615264893,0.0075334045104682446
936,0.0003,41.299313160000004,317.83,0.7398270964622498,292959,22,293060,0.16954633593559265,13243,-7.753702640533447,0.007680932991206646
940,0.0003,41.34103669,317.25,0.25630733370780945,294206,22,294307,0.06720598042011261,13285,-7.817550182342529,0.007802024018019438
944,0.0003,41.471177449999985,318.66,-0.9044424295425415,295515,22,295616,0.8814360499382019,13330,-7.687568187713623,0.00730700371786952
948,0.0003,41.328804850000004,314.04,-1.595590353012085,296578,22,296679,0.1898787021636963,13367,-7.656872749328613,0.0076996199786663055
952,0.0003,41.02726541999999,312.13,0.06577825546264648,297659,22,297760,0.500482439994812,13403,-7.383485794067383,0.007743715308606625
956,0.0003,40.95300078,312.33,0.603929877281189,298918,22,299019,0.2529994249343872,13446,-7.837491035461426,0.007869971916079521
960,0.0003,41.14895852000001,314.5,0.467087984085083,300273,22,300374,0.39830368757247925,13492,-7.652636528015137,0.0072808112017810345
964,0.0003,40.84577433,312.68,1.1143386363983154,301326,22,301427,0.26888367533683777,13528,-7.816229820251465,0.00761936092749238
968,0.0003,40.62504456,311.28,1.016155481338501,302665,22,302766,0.05491151660680771,13573,-7.4669036865234375,0.007613491732627153
972,0.0003,40.45882453,309.63,0.30543601512908936,303790,22,303891,0.23394076526165009,13610,-7.8687052726745605,0.007944676093757153
976,0.0003,39.38090441000001,303.57,-2.570795774459839,304640,22,304741,0.15657177567481995,13638,-8.356344223022461,0.008106240071356297
980,0.0003,39.82822988,306.5,1.9909416437149048,306158,22,306259,0.44898712635040283,13690,-7.294531345367432,0.007912215776741505
984,0.0003,39.58388818,304.75,-0.5020718574523926,307259,22,307360,0.34956830739974976,13727,-7.951733112335205,0.007702609058469534
988,0.0003,39.33895626,301.99,0.9045497179031372,308585,22,308686,0.5808019638061523,13771,-7.472936153411865,0.007688796613365412
992,0.0003,39.64806391,301.74,0.973412036895752,309704,22,309805,0.04949793219566345,13809,-7.601176738739014,0.007707006763666868
996,0.0003,40.39976821,304.98,1.6939892768859863,311209,22,311310,0.18650144338607788,13859,-7.083848476409912,0.008190283551812172
1000,0.0003,40.87271286000001,308.43,-1.8383715152740479,312635,22,312736,0.2149994969367981,13908,-7.558535575866699,0.007459486369043589
1004,0.0003,42.05345851,314.89,1.9566917419433594,314263,22,314364,0.14746049046516418,13962,-7.645063400268555,0.007754456717520952
1008,0.0003,42.416422919999995,317.74,-1.300868034362793,315636,22,315737,0.31918275356292725,14007,-8.068209648132324,0.007382279261946678
1012,0.0003,42.30415928,316.94,-1.1579445600509644,316815,22,316916,0.510347843170166,14045,-7.646291732788086,0.00802682340145111
1016,0.0003,42.23937802,316.25,0.8808624744415283,318247,22,318348,0.4429667890071869,14091,-7.895816326141357,0.007738211657851934
1020,0.0003,42.42011584,317.74,-0.550652027130127,319733,22,319834,0.2855892777442932,14142,-8.019646644592285,0.007795705925673246
1024,0.0003,42.96541176999999,318.8,-1.3805347681045532,320926,22,321027,0.09292401373386383,14184,-7.634531497955322,0.007536915130913258
1028,0.0003,42.79295385,319.31,0.7913255095481873,322380,22,322481,0.3642958998680115,14236,-8.060025215148926,0.0075066653080284595
1032,0.0003,43.48130284,322.88,-0.780905544757843,323803,22,323904,0.20680898427963257,14286,-7.86533260345459,0.007244431413710117
1036,0.0003,43.84363228,323.71,-2.1460700035095215,325330,22,325431,0.06230723485350609,14338,-7.711627960205078,0.007448513992130756
1040,0.0003,43.84315170000001,325.2,-0.4722316563129425,326726,22,326827,0.37623631954193115,14386,-7.336074352264404,0.00745558924973011
1044,0.0003,43.83165303,326.06,-0.1708337962627411,328121,22,328222,0.6714168787002563,14438,-7.1362385749816895,0.006808486767113209
1048,0.0003,43.73215001,327.82,-0.3271305561065674,329360,22,329461,0.627416729927063,14484,-7.680346488952637,0.0071587273851037025
1052,0.0003,44.036953399999994,329.62,1.6960724592208862,330621,22,330722,0.09035313874483109,14529,-7.429660797119141,0.007160348817706108
1056,0.0003,43.967635329999986,327.16,-0.14042052626609802,331634,22,331735,0.45782387256622314,14565,-7.699080467224121,0.0070854066871106625
1060,0.0003,43.860201769999996,325.46,-1.1902961730957031,332819,22,332920,0.2447182536125183,14608,-7.7810959815979,0.0071988217532634735
1064,0.0003,44.133563779999996,326.67,-0.36100977659225464,333993,22,334094,0.23616603016853333,14650,-7.634373664855957,0.007341974880546331
1068,0.0003,44.41339824,328.35,-0.10373586416244507,335500,22,335601,0.21118435263633728,14702,-7.6405158042907715,0.007291647605597973
1072,0.0003,44.65714706000001,330.82,0.8236234188079834,336872,22,336973,0.10502655059099197,14750,-7.799814701080322,0.007336847949773073
1076,0.0003,45.218521370000005,333.8,2.1213369369506836,338020,22,338121,0.2444370687007904,14794,-8.066620826721191,0.006858461536467075
1080,0.0003,45.44376440999999,334.5,1.1678404808044434,339608,22,339709,0.09698119759559631,14851,-8.097956657409668,0.0069824932143092155
1084,0.0003,45.845878760000005,337.74,1.0785576105117798,341033,22,341134,0.38946694135665894,14907,-7.962825775146484,0.0070691341534256935
1088,0.0003,45.39430812000001,336.53,0.10724979639053345,342238,22,342339,0.08573055267333984,14954,-8.04029369354248,0.00689665088430047
1092,0.0003,46.02293310000001,340.34,0.31056106090545654,343738,22,343839,0.09037311375141144,15008,-7.915345191955566,0.007406866177916527
1096,0.0003,45.42964836,337.64,-1.4345006942749023,344973,22,345074,0.21229210495948792,15050,-8.142581939697266,0.007067542988806963
1100,0.0003,44.65722323999999,333.06,0.6943566799163818,345941,22,346042,0.36395570635795593,15083,-7.469734191894531,0.007679665926843882
1104,0.0003,44.28426316,332.27,-1.0600162744522095,347490,22,347591,0.5355830192565918,15134,-7.7604875564575195,0.0072138141840696335
1108,0.0003,44.0829255,330.95,-0.7296348214149475,348731,22,348832,0.12428644299507141,15177,-7.803618907928467,0.006937566678971052
1112,0.0003,44.01711252,332.48,-0.9340119957923889,350063,23,350164,0.2029167264699936,15224,-8.118552207946777,0.0072656795382499695
1116,0.0003,43.56862029,329.33,-0.008216354995965958,351180,23,351281,0.04387405142188072,15262,-7.769968032836914,0.007300331257283688
1120,0.0003,43.84722682,328.6,0.2751607596874237,352593,23,352694,0.25173279643058777,15311,-7.37105655670166,0.007056174799799919
1124,0.0003,43.627617320000006,328.87,0.6674980521202087,353813,23,353914,0.2181432694196701,15354,-8.004517555236816,0.007353463675826788
1128,0.0003,43.72379779,329.06,0.515601634979248,355286,23,355387,0.41838905215263367,15404,-8.22294807434082,0.007176417391747236
1132,0.0003,43.41004848999999,327.32,-2.4649157524108887,356535,23,356636,0.16348057985305786,15447,-8.030664443969727,0.007470061536878347
1136,0.0003,42.512209789999986,321.72,-0.21789909899234772,357502,23,357603,0.6904797554016113,15481,-7.727787017822266,0.007393273990601301
1140,0.0003,42.38387452,320.37,0.2000778764486313,358763,23,358864,0.19481614232063293,15525,-7.844650745391846,0.007083930540829897
1144,0.0003,42.76150805,319.93,1.3893847465515137,360114,23,360215,0.07103199511766434,15573,-8.039758682250977,0.007347613573074341
1148,0.0003,42.96425311,321.32,-0.08895179629325867,361492,23,361593,0.2773463726043701,15621,-8.22140121459961,0.007431063801050186
1152,0.0003,42.73369726,319.96,-0.3888760209083557,362617,23,362718,0.3767003118991852,15660,-8.003667831420898,0.007366448640823364
1156,0.0003,43.05119795,323.14,0.08653265237808228,363948,23,364049,0.3916247487068176,15706,-7.575865268707275,0.007060829550027847
1160,0.0003,43.112575960000015,323.01,-0.03844088315963745,365120,23,365221,0.34943827986717224,15747,-7.9109697341918945,0.0075314901769161224
1164,0.0003,43.627569640000004,326.16,-0.2207479476928711,366609,23,366710,0.24695734679698944,15799,-7.650008678436279,0.006869321223348379
1168,0.0003,43.144951410000004,322.73,-1.3850619792938232,367773,23,367874,0.07385629415512085,15839,-7.9499831199646,0.00635886937379837
1172,0.0003,42.976566950000006,321.71,0.6429619789123535,369043,23,369144,0.2740282714366913,15885,-8.430632591247559,0.006799541879445314
1176,0.0003,42.994792579999995,322.02,0.5036210417747498,370222,23,370323,0.21497783064842224,15928,-7.827162265777588,0.0070571573451161385
1180,0.0003,42.484231680000015,319.0,0.11852572858333588,371508,23,371609,0.12956762313842773,15975,-7.919994831085205,0.006632121745496988
1184,0.0003,42.55682927000001,318.68,-0.7490532398223877,372901,23,373002,0.2058333456516266,16032,-8.53834056854248,0.006506292149424553
1188,0.0003,42.852953510000006,319.87,0.3345203399658203,374225,23,374326,0.4641028642654419,16083,-8.010799407958984,0.0069155762903392315
1192,0.0003,42.722210399999994,320.91,-0.010874897241592407,375829,23,375930,0.09334874153137207,16143,-8.206962585449219,0.006801228038966656
1196,0.0003,43.293035689999996,324.4,0.4801216423511505,377413,23,377514,0.542134165763855,16202,-7.864617347717285,0.006994879804551601
1200,0.0003,43.92403175999998,329.22,2.1576263904571533,378863,23,378964,0.09717094898223877,16256,-8.119078636169434,0.00657073687762022
1204,0.0003,43.15527120000001,324.12,0.6175704598426819,379902,23,380003,0.3791227340698242,16294,-7.692314624786377,0.007181956432759762
1208,0.0003,43.02862195999999,324.5,1.8242018222808838,381181,23,381282,0.09169496595859528,16340,-7.601910591125488,0.007000422105193138
1212,0.0003,43.63872369999999,326.18,0.7684022188186646,382681,23,382782,0.23867952823638916,16395,-8.385703086853027,0.007279085926711559
1216,0.0003,43.94063874999999,329.46,2.0235555171966553,384126,23,384227,0.33504045009613037,16451,-7.79596471786499,0.007187304086983204
1220,0.0003,43.23972068,327.29,0.09616860747337341,385322,23,385423,0.3277047276496887,16494,-7.908211708068848,0.0068017663434147835
1224,0.0003,43.51466928,328.49,0.22456225752830505,386662,23,386763,0.22191378474235535,16542,-7.671369552612305,0.0072853537276387215
1228,0.0003,43.02914586,324.91,0.48227590322494507,387777,23,387878,0.529621422290802,16582,-8.03515625,0.0067756688222289085
1232,0.0003,42.49564659,321.48,0.5751309394836426,388683,23,388784,0.25366389751434326,16614,-7.655142784118652,0.0071016051806509495
1236,0.0003,43.07320029,325.79,-0.29579830169677734,390081,23,390182,0.070842444896698,16665,-7.335400104522705,0.006992635317146778
1240,0.0003,42.95719115000001,326.48,-0.7572594881057739,391411,23,391512,0.1267266869544983,16712,-7.989719390869141,0.007063597906380892
1244,0.0003,42.316983820000004,324.96,0.7442849278450012,392610,23,392711,0.15070167183876038,16755,-7.860459327697754,0.007669393438845873
1248,0.0003,42.16339953,323.9,-0.890121340751648,393882,23,393983,0.3198238015174866,16802,-7.607864856719971,0.007555561605840921
1252,0.0003,42.096412390000005,324.86,0.9699883460998535,395103,23,395204,0.21566523611545563,16845,-7.822926998138428,0.00774849858134985
1256,0.0003,42.32094882999999,326.47,1.5278691053390503,396595,23,396696,0.16623517870903015,16897,-7.810810089111328,0.007175219710916281
1260,0.0003,43.05389416,331.55,-0.3556749224662781,398275,23,398376,0.5280112028121948,16956,-7.8677897453308105,0.006854776758700609
1264,0.0003,43.19144155,332.5,0.627941370010376,399859,23,399960,0.20820176601409912,17013,-7.733570575714111,0.006930583156645298
